token	freq	tier	category	suggestion
furemost	1	singleton	TYPO	foremost
furende	1	singleton	NAMELIKE	
furender	1	singleton	NAMELIKE	
furentor	1	singleton	NAMELIKE	
fureportt	1	singleton	NAMELIKE	
furerichs	1	singleton	NAMELIKE	
furests	1	singleton	TYPO	forests
furetion	1	singleton	NAMELIKE	
furfher	1	singleton	TYPO	further
furforms	1	singleton	NAMELIKE	
furfuniihel	1	singleton	NAMELIKE	
furfviture	1	singleton	NAMELIKE	
furge	1	singleton	TYPO	urge
furgerson	1	singleton	NAMELIKE	
furhearing	1	singleton	NAMELIKE	
furiber	1	singleton	NAMELIKE	
furic	1	singleton	TYPO	uric
furicates	1	singleton	NAMELIKE	
furiding	1	singleton	NAMELIKE	
furiene	1	singleton	NAMELIKE	
furiish	1	singleton	TYPO	furnish
furiished	1	singleton	TYPO	furnished
furiishing	1	singleton	TYPO	furnishing
furiiture	1	singleton	TYPO	furniture
furiker	1	singleton	NAMELIKE	
furiner	1	singleton	NAMELIKE	
furinerinsurance	1	singleton	NAMELIKE	
furiough	1	singleton	TYPO	furlough
furiuses	1	singleton	NAMELIKE	
furiwions	1	singleton	NAMELIKE	
furiy-fourth	1	singleton	NAMELIKE	
furjough	1	singleton	TYPO	furlough
furlate	1	singleton	NAMELIKE	
furlber	1	singleton	NAMELIKE	
furlcugh	1	singleton	TYPO	furlough
furle	1	singleton	NAMELIKE	
furlhcrance	1	singleton	NAMELIKE	
furlherance	1	singleton	TYPO	furtherance
furliur	1	singleton	NAMELIKE	
furlongh	1	singleton	TYPO	furlong
furlouch	1	singleton	TYPO	furlough
furloug	1	singleton	TYPO	furlong
furloughees	1	singleton	NAMELIKE	
furlougt	1	singleton	TYPO	furlough
furlourch	1	singleton	NAMELIKE	
furlther	1	singleton	TYPO	further
furlure	1	singleton	NAMELIKE	
furly-second	1	singleton	NAMELIKE	
furmal	1	singleton	TYPO	formal
furmaline	1	singleton	NAMELIKE	
furmalities	1	singleton	TYPO	formalities
furmatron	1	singleton	NAMELIKE	
furme	1	singleton	TYPO	fume
furmers	1	singleton	TYPO	farmers
furmeshing	1	singleton	NAMELIKE	
furmets	1	singleton	NAMELIKE	
furmigants	1	singleton	NAMELIKE	
furmigated	1	singleton	NAMELIKE	
furmishimg	1	singleton	NAMELIKE	
furmishings	1	singleton	TYPO	furnishings
furmity	1	singleton	NAMELIKE	
furmn	1	singleton	TYPO	furman
furmshin	1	singleton	NAMELIKE	
furmshines	1	singleton	NAMELIKE	
furmshne	1	singleton	NAMELIKE	
furmsimeg	1	singleton	NAMELIKE	
furmssin	1	singleton	NAMELIKE	
furmst	1	singleton	GARBLE	
furmstngs	1	singleton	GARBLE	
furmtweo	1	singleton	NAMELIKE	
furmulate	1	singleton	TYPO	formulate
furmustiur	1	singleton	NAMELIKE	
furnare	1	singleton	TYPO	furnace
furnaving	1	singleton	NAMELIKE	
furneau	1	singleton	NAMELIKE	
furned	1	singleton	TYPO	burned
furnels	1	singleton	TYPO	funnels
furnia	1	singleton	NAMELIKE	
furniag	1	singleton	NAMELIKE	
furnifure	1	singleton	TYPO	furniture
furnigh	1	singleton	TYPO	furnish
furnighing	1	singleton	TYPO	furnishing
furniiure	1	singleton	TYPO	furniture
furnimaptiabie	1	singleton	NAMELIKE	
furnisaed	1	singleton	TYPO	furnished
furnisaing	1	singleton	TYPO	furnishing
furnisb	1	singleton	TYPO	furnish
furnisbcian	1	singleton	NAMELIKE	
furnishang	1	singleton	TYPO	furnishing
furnisheil	1	singleton	NAMELIKE	
furnisherl	1	singleton	NAMELIKE	
furnishgy	1	singleton	NAMELIKE	
furnishimg	1	singleton	TYPO	furnishing
furnishintoxicat	1	singleton	NAMELIKE	
furnishiny	1	singleton	TYPO	furnishing
furnishirgs	1	singleton	TYPO	furnishings
furnishjog	1	singleton	NAMELIKE	
furnishjug	1	singleton	NAMELIKE	
furnishme	1	singleton	NAMELIKE	
furnishmee	1	singleton	NAMELIKE	
furnishmgs	1	singleton	NAMELIKE	
furnishslate	1	singleton	NAMELIKE	
furnishung	1	singleton	TYPO	furnishing
furnishwk	1	singleton	NAMELIKE	
furnisiest	1	singleton	NAMELIKE	
furnisked	1	singleton	TYPO	furnished
furnisking	1	singleton	TYPO	furnishing
furnisl	1	singleton	TYPO	furnish
furnisled	1	singleton	TYPO	furnished
furnislins	1	singleton	NAMELIKE	
furnismina	1	singleton	NAMELIKE	
furnisncs	1	singleton	NAMELIKE	
furnisneg	1	singleton	NAMELIKE	
furnisning	1	singleton	TYPO	furnishing
furnistats	1	singleton	NAMELIKE	
furnitaro	1	singleton	NAMELIKE	
furniti	1	singleton	NAMELIKE	
furnitrre	1	singleton	TYPO	furniture
furniturc	1	singleton	TYPO	furniture
furnitute	1	singleton	TYPO	furniture
furnitwe	1	singleton	NAMELIKE	
furnivxb	1	singleton	NAMELIKE	
furnixh	1	singleton	TYPO	furnish
furniyhed	1	singleton	TYPO	furnished
furnizhing	1	singleton	TYPO	furnishing
furnknead	1	singleton	NAMELIKE	
furnl	1	singleton	NAMELIKE	
furnor	1	singleton	TYPO	furor
furnshed	1	singleton	TYPO	furnished
furnshings	1	singleton	TYPO	furnishings
furnssmngs	1	singleton	GARBLE	
furnsted	1	singleton	NAMELIKE	
furnstings	1	singleton	NAMELIKE	
furnt	1	singleton	TYPO	burnt
furntshing	1	singleton	TYPO	furnishing
furntshings	1	singleton	TYPO	furnishings
furntture	1	singleton	TYPO	furniture
furntyh	1	singleton	GARBLE	
furnus	1	singleton	NAMELIKE	
furoder	1	singleton	NAMELIKE	
furof	1	singleton	TYPO	furor
furogoing	1	singleton	NAMELIKE	
furoisbed	1	singleton	NAMELIKE	
furoishing	1	singleton	TYPO	furnishing
furoling	1	singleton	NAMELIKE	
furother	1	singleton	TYPO	further
furp	1	singleton	TYPO	frp
furpaper	1	singleton	NAMELIKE	
furpax-paid	1	singleton	NAMELIKE	
furphs	1	singleton	GARBLE	
furpie	1	singleton	NAMELIKE	
furpinstobe	1	singleton	NAMELIKE	
furpishing	1	singleton	TYPO	furnishing
furplus	1	singleton	TYPO	surplus
furpnished	1	singleton	TYPO	furnished
furpone	1	singleton	NAMELIKE	
furproperty	1	singleton	NAMELIKE	
furpublication	1	singleton	NAMELIKE	
furral	1	singleton	NAMELIKE	
furrem	1	singleton	NAMELIKE	
furrender	1	singleton	TYPO	surrender
furrher	1	singleton	TYPO	further
furrished	1	singleton	TYPO	furnished
furriture	1	singleton	TYPO	furniture
furrnher	1	singleton	NAMELIKE	
furrowine	1	singleton	NAMELIKE	
furrties	1	singleton	TYPO	furries
fursat	1	singleton	NAMELIKE	
fursdsetion	1	singleton	NAMELIKE	
fursement	1	singleton	NAMELIKE	
fursiatt	1	singleton	NAMELIKE	
fursish	1	singleton	TYPO	furnish
fursjisned	1	singleton	NAMELIKE	
furstout	1	singleton	NAMELIKE	
fursury	1	singleton	NAMELIKE	
furswike	1	singleton	NAMELIKE	
furtacr	1	singleton	NAMELIKE	
furtax-pad	1	singleton	NAMELIKE	
furtbalbe	1	singleton	NAMELIKE	
furtec	1	singleton	NAMELIKE	
furthee	1	singleton	TYPO	further
furthei	1	singleton	TYPO	further
furtheraace	1	singleton	TYPO	furtherance
furtheranve	1	singleton	TYPO	furtherance
furtherarce	1	singleton	TYPO	furtherance
furtherassist	1	singleton	NAMELIKE	
furtherauce	1	singleton	TYPO	furtherance
furtherence	1	singleton	TYPO	furtherance
furtheriug	1	singleton	TYPO	furthering
furthermcre	1	singleton	TYPO	furthermore
furthermoze	1	singleton	TYPO	furthermore
furthermure	1	singleton	TYPO	furthermore
furtherprisoners	1	singleton	NAMELIKE	
furtherpro	1	singleton	NAMELIKE	
furtherreports	1	singleton	NAMELIKE	
furthertime	1	singleton	NAMELIKE	
furtherunce	1	singleton	TYPO	furtherance
furthex	1	singleton	TYPO	further
furtheyg	1	singleton	NAMELIKE	
furthez	1	singleton	TYPO	further
furthir	1	singleton	TYPO	further
furthright	1	singleton	TYPO	forthright
furthrr	1	singleton	TYPO	further
furtierance	1	singleton	TYPO	furtherance
furtieth	1	singleton	NAMELIKE	
furtimont	1	singleton	NAMELIKE	
furtion	1	singleton	NAMELIKE	
furtish	1	singleton	TYPO	furnish
furtiter	1	singleton	NAMELIKE	
furtkerance	1	singleton	TYPO	furtherance
furtler	1	singleton	TYPO	further
furtlrer	1	singleton	NAMELIKE	
furtnerance	1	singleton	TYPO	furtherance
furtoach	1	singleton	NAMELIKE	
furtoer	1	singleton	TYPO	further
furts	1	singleton	TYPO	furs
furtuyith	1	singleton	NAMELIKE	
furtv	1	singleton	NAMELIKE	
furtver	1	singleton	TYPO	further
furtvited	1	singleton	NAMELIKE	
furty-ane	1	singleton	NAMELIKE	
furty-first	1	singleton	GARBLE	
furty-fourtl	1	singleton	NAMELIKE	
furty-fuurtil	1	singleton	NAMELIKE	
furty-nine	1	singleton	NAMELIKE	
furty-secuond	1	singleton	NAMELIKE	
furty-seven	1	singleton	NAMELIKE	
furty-sixth	1	singleton	GARBLE	
furty-three	1	singleton	NAMELIKE	
furty-two	1	singleton	NAMELIKE	
furtzer	1	singleton	TYPO	further
furueaux	1	singleton	GARBLE	
furuis	1	singleton	NAMELIKE	
furuishing	1	singleton	TYPO	furnishing
furure	1	singleton	TYPO	future
furuse	1	singleton	NAMELIKE	
furvem	1	singleton	NAMELIKE	
furves	1	singleton	TYPO	curves
furvey	1	singleton	TYPO	survey
furvible	1	singleton	NAMELIKE	
furvishes	1	singleton	NAMELIKE	
furvizn	1	singleton	NAMELIKE	
furvwe	1	singleton	NAMELIKE	
furwarding	1	singleton	TYPO	forwarding
furwell	1	singleton	TYPO	burwell
furzher	1	singleton	TYPO	further
furzishes	1	singleton	NAMELIKE	
fusanitary	1	singleton	NAMELIKE	
fusariion	1	singleton	NAMELIKE	
fusbund	1	singleton	NAMELIKE	
fuscal	1	singleton	TYPO	fiscal
fusction	1	singleton	TYPO	function
fusdenot	1	singleton	NAMELIKE	
fuseand	1	singleton	NAMELIKE	
fusec	1	singleton	TYPO	fuse
fusen	1	singleton	TYPO	fuse
fusenee	1	singleton	NAMELIKE	
fuserce	1	singleton	NAMELIKE	
fusers	1	singleton	TYPO	users
fusersies	1	singleton	NAMELIKE	
fusherles	1	singleton	NAMELIKE	
fushtand	1	singleton	NAMELIKE	
fushwass	1	singleton	NAMELIKE	
fusid	1	singleton	TYPO	fused
fusiees	1	singleton	NAMELIKE	
fusifeations	1	singleton	NAMELIKE	
fusimar	1	singleton	NAMELIKE	
fusines	1	singleton	NAMELIKE	
fusitases	1	singleton	NAMELIKE	
fusj	1	singleton	TYPO	fuse
fusmarce	1	singleton	NAMELIKE	
fusmes	1	singleton	TYPO	fumes
fusms	1	singleton	TYPO	fuss
fusnestm	1	singleton	NAMELIKE	
fusnsand	1	singleton	NAMELIKE	
fusodyof	1	singleton	NAMELIKE	
fuspectea	1	singleton	NAMELIKE	
fuspection	1	singleton	NAMELIKE	
fuspencing	1	singleton	NAMELIKE	
fuspets	1	singleton	NAMELIKE	
fusphemes	1	singleton	NAMELIKE	
fusraniee	1	singleton	NAMELIKE	
fusranveed	1	singleton	NAMELIKE	
fusrrev	1	singleton	NAMELIKE	
fussets	1	singleton	NAMELIKE	
fussposttion	1	singleton	NAMELIKE	
fustaiet	1	singleton	NAMELIKE	
fustallments	1	singleton	NAMELIKE	
fustening	1	singleton	TYPO	fastening
fusther	1	singleton	TYPO	further
fustiecs	1	singleton	NAMELIKE	
fustiee	1	singleton	NAMELIKE	
fustieo	1	singleton	NAMELIKE	
fustiicts	1	singleton	NAMELIKE	
fustives	1	singleton	NAMELIKE	
fustody	1	singleton	TYPO	custody
fustribatin	1	singleton	NAMELIKE	
fustriet	1	singleton	NAMELIKE	
fustriets	1	singleton	NAMELIKE	
fusuen	1	singleton	NAMELIKE	
fusurance	1	singleton	NAMELIKE	
futds	1	singleton	TYPO	funds
futduy	1	singleton	NAMELIKE	
futeat	1	singleton	NAMELIKE	
futed	1	singleton	TYPO	muted
futedwith	1	singleton	NAMELIKE	
futel	1	singleton	TYPO	fuel
futelted	1	singleton	NAMELIKE	
futenth	1	singleton	NAMELIKE	
futer	1	singleton	TYPO	cuter
futerta	1	singleton	NAMELIKE	
futertaln	1	singleton	NAMELIKE	
futes	1	singleton	TYPO	utes
futeson	1	singleton	NAMELIKE	
futfd	1	singleton	NAMELIKE	
futge	1	singleton	TYPO	fudge
futhdrayn	1	singleton	NAMELIKE	
futhei	1	singleton	NAMELIKE	
futhet	1	singleton	NAMELIKE	
futhfully	1	singleton	NAMELIKE	
futhoria	1	singleton	NAMELIKE	
futhoriza	1	singleton	NAMELIKE	
futhorized	1	singleton	TYPO	authorized
futice	1	singleton	TYPO	futile
futies	1	singleton	TYPO	cuties
futine	1	singleton	TYPO	futile
futinis	1	singleton	NAMELIKE	
futireses	1	singleton	NAMELIKE	
futiton	1	singleton	NAMELIKE	
futledto	1	singleton	NAMELIKE	
futlish	1	singleton	NAMELIKE	
futmer	1	singleton	NAMELIKE	
futmg	1	singleton	NAMELIKE	
futnd	1	singleton	TYPO	fund
futne	1	singleton	NAMELIKE	
futnish	1	singleton	TYPO	furnish
futnished	1	singleton	TYPO	furnished
futnm	1	singleton	NAMELIKE	
futnre	1	singleton	TYPO	future
futoceme	1	singleton	NAMELIKE	
futorcement	1	singleton	NAMELIKE	
futore	1	singleton	TYPO	future
futoree	1	singleton	NAMELIKE	
futorstate	1	singleton	NAMELIKE	
futrance	1	singleton	NAMELIKE	
futrrl	1	singleton	GARBLE	
futth	1	singleton	NAMELIKE	
futtion	1	singleton	NAMELIKE	
futtobe	1	singleton	NAMELIKE	
futtorizs	1	singleton	NAMELIKE	
futtre	1	singleton	TYPO	future
futuaty	1	singleton	NAMELIKE	
futue	1	singleton	TYPO	fugue
futunee	1	singleton	NAMELIKE	
futurc	1	singleton	TYPO	future
fututne	1	singleton	NAMELIKE	
futwe	1	singleton	NAMELIKE	
futy-five	1	singleton	NAMELIKE	
futzre	1	singleton	TYPO	future
fuuan	1	singleton	NAMELIKE	
fuuasz	1	singleton	NAMELIKE	
fuucevon	1	singleton	NAMELIKE	
fuucs	1	singleton	NAMELIKE	
fuue	1	singleton	TYPO	flue
fuueral	1	singleton	TYPO	funeral
fuugicides	1	singleton	NAMELIKE	
fuuid	1	singleton	TYPO	fluid
fuul	1	singleton	TYPO	ful
fuuldnes	1	singleton	NAMELIKE	
fuulstor	1	singleton	NAMELIKE	
fuult	1	singleton	TYPO	fault
fuulure	1	singleton	NAMELIKE	
fuumanun	1	singleton	NAMELIKE	
fuumds	1	singleton	NAMELIKE	
fuumnd	1	singleton	NAMELIKE	
fuumreved	1	singleton	NAMELIKE	
fuunc	1	singleton	NAMELIKE	
fuuncation	1	singleton	NAMELIKE	
fuunder	1	singleton	TYPO	funder
fuunding	1	singleton	TYPO	funding
fuungs	1	singleton	NAMELIKE	
fuunnd	1	singleton	NAMELIKE	
fuuod	1	singleton	NAMELIKE	
fuur-bearing	1	singleton	NAMELIKE	
fuur-lane	1	singleton	NAMELIKE	
fuur-tenths	1	singleton	NAMELIKE	
fuure	1	singleton	TYPO	future
fuurem	1	singleton	NAMELIKE	
fuurnd	1	singleton	NAMELIKE	
fuurtcon	1	singleton	NAMELIKE	
fuurtecn	1	singleton	NAMELIKE	
fuurteen	1	singleton	TYPO	fourteen
fuurtven	1	singleton	NAMELIKE	
fuus	1	singleton	TYPO	furs
fuuson	1	singleton	NAMELIKE	
fuuters	1	singleton	NAMELIKE	
fuuthis	1	singleton	NAMELIKE	
fuuws	1	singleton	NAMELIKE	
fuuy	1	singleton	TYPO	fury
fuva	1	singleton	TYPO	uva
fuvalidate	1	singleton	NAMELIKE	
fuvapacity	1	singleton	NAMELIKE	
fuvelen	1	singleton	NAMELIKE	
fuveral	1	singleton	TYPO	funeral
fuvery	1	singleton	NAMELIKE	
fuvgible	1	singleton	NAMELIKE	
fuvi	1	singleton	TYPO	fuji
fuviee	1	singleton	GARBLE	
fuving	1	singleton	TYPO	fuming
fuvision	1	singleton	NAMELIKE	
fuvles	1	singleton	NAMELIKE	
fuvnish	1	singleton	TYPO	furnish
fuvods	1	singleton	NAMELIKE	
fuvplted	1	singleton	NAMELIKE	
fuvtay	1	singleton	NAMELIKE	
fuvtd	1	singleton	NAMELIKE	
fuvuip	1	singleton	NAMELIKE	
fuwamon	1	singleton	NAMELIKE	
fuwilte	1	singleton	NAMELIKE	
fuwis	1	singleton	NAMELIKE	
fuwiteu	1	singleton	NAMELIKE	
fuwmished	1	singleton	NAMELIKE	
fuwn	1	singleton	TYPO	fun
fuwneht	1	singleton	NAMELIKE	
fuwnship	1	singleton	NAMELIKE	
fuwome	1	singleton	NAMELIKE	
fuwvers	1	singleton	NAMELIKE	
fuxd	1	singleton	TYPO	fund
fuxp	1	singleton	NAMELIKE	
fuyd	1	singleton	TYPO	fund
fuyie	1	singleton	NAMELIKE	
fuyitive	1	singleton	TYPO	fugitive
fuymay	1	singleton	NAMELIKE	
fuyment	1	singleton	NAMELIKE	
fuyport	1	singleton	NAMELIKE	
fuytel	1	singleton	NAMELIKE	
fuyur	1	singleton	NAMELIKE	
fuyy	1	singleton	TYPO	fury
fuziction	1	singleton	NAMELIKE	
fuzitives	1	singleton	TYPO	fugitives
fuzm	1	singleton	TYPO	fuze
fuztier	1	singleton	NAMELIKE	
fvaluator	1	singleton	TYPO	evaluator
fvan	1	singleton	TYPO	van
fvanchise	1	singleton	TYPO	franchise
fvancisco	1	singleton	TYPO	francisco
fvanciseo	1	singleton	NAMELIKE	
fvarmed	1	singleton	TYPO	farmed
fvasibility	1	singleton	TYPO	feasibility
fvasible	1	singleton	TYPO	feasible
fvate	1	singleton	TYPO	fate
fvatnesses	1	singleton	NAMELIKE	
fvatvib	1	singleton	NAMELIKE	
fvaudulent	1	singleton	TYPO	fraudulent
fvbir	1	singleton	NAMELIKE	
fvception	1	singleton	NAMELIKE	
fvcepuon	1	singleton	NAMELIKE	
fvction	1	singleton	TYPO	faction
fvderal	1	singleton	TYPO	federal
fvedepen	1	singleton	NAMELIKE	
fveeption	1	singleton	NAMELIKE	
fveise	1	singleton	NAMELIKE	
fvelonv	1	singleton	NAMELIKE	
fvempt	1	singleton	GARBLE	
fvemptwns	1	singleton	GARBLE	
fvenses	1	singleton	NAMELIKE	
fvep	1	singleton	NAMELIKE	
fver	1	singleton	TYPO	ver
fvesolued	1	singleton	NAMELIKE	
fvesotved	1	singleton	NAMELIKE	
fvesources	1	singleton	NAMELIKE	
fvetax	1	singleton	NAMELIKE	
fveteran	1	singleton	TYPO	veteran
fvex	1	singleton	TYPO	vex
fvfih	1	singleton	NAMELIKE	
fvfteenth	1	singleton	TYPO	fifteenth
fvfth	1	singleton	TYPO	fifth
fvhenpwn	1	singleton	GARBLE	
fvic	1	singleton	TYPO	vic
fvice	1	singleton	TYPO	vice
fvidebce	1	singleton	NAMELIKE	
fving	1	singleton	TYPO	fling
fvinors	1	singleton	NAMELIKE	
fvinuen	1	singleton	NAMELIKE	
fvithfally	1	singleton	NAMELIKE	
fvitue	1	singleton	NAMELIKE	
fvity	1	singleton	NAMELIKE	
fviven	1	singleton	NAMELIKE	
fvivyoccupations	1	singleton	NAMELIKE	
fvkins	1	singleton	GARBLE	
fvlios	1	singleton	NAMELIKE	
fvlony	1	singleton	TYPO	felony
fvmnn	1	singleton	GARBLE	
fvmnts	1	singleton	GARBLE	
fvnded	1	singleton	TYPO	funded
fvnds	1	singleton	TYPO	finds
fvnetions	1	singleton	NAMELIKE	
fvo	1	singleton	TYPO	vo
fvods	1	singleton	TYPO	foods
fvok	1	singleton	TYPO	fook
fvoluntary	1	singleton	TYPO	voluntary
fvont	1	singleton	TYPO	font
fvoot	1	singleton	TYPO	foot
fvork	1	singleton	TYPO	fork
fvos	1	singleton	TYPO	vos
fvotings	1	singleton	NAMELIKE	
fvpenses	1	singleton	NAMELIKE	
fvq	1	singleton	TYPO	fv
fvrmished	1	singleton	NAMELIKE	
fvrnished	1	singleton	TYPO	furnished
fvrniture	1	singleton	TYPO	furniture
fvrther	1	singleton	TYPO	farther
fvrw	1	singleton	GARBLE	
fvsesement	1	singleton	NAMELIKE	
fvst	1	singleton	TYPO	fast
fvtamses	1	singleton	NAMELIKE	
fvtu-e	1	singleton	NAMELIKE	
fvucs	1	singleton	NAMELIKE	
fvuod	1	singleton	NAMELIKE	
fvur-fifths	1	singleton	GARBLE	
fvur-jear	1	singleton	NAMELIKE	
fvur-year	1	singleton	NAMELIKE	
fvurm	1	singleton	NAMELIKE	
fwabang	1	singleton	NAMELIKE	
fwac	1	singleton	TYPO	wac
fwads	1	singleton	TYPO	wads
fwadsworth	1	singleton	TYPO	wadsworth
fwaey	1	singleton	NAMELIKE	
fwages	1	singleton	TYPO	wages
fwal	1	singleton	TYPO	wal
fwarmntt	1	singleton	GARBLE	
fwasecl	1	singleton	NAMELIKE	
fwaste	1	singleton	TYPO	waste
fwcune	1	singleton	NAMELIKE	
fwea	1	singleton	TYPO	wea
fwederal	1	singleton	TYPO	federal
fweey	1	singleton	NAMELIKE	
fwene	1	singleton	NAMELIKE	
fwenly-fice	1	singleton	NAMELIKE	
fwenmeut	1	singleton	NAMELIKE	
fwenriem	1	singleton	NAMELIKE	
fwenses	1	singleton	NAMELIKE	
fwenty-eighth	1	singleton	NAMELIKE	
fwenty-first	1	singleton	GARBLE	
fwenty-seventh	1	singleton	NAMELIKE	
fwermor	1	singleton	NAMELIKE	
fwers	1	singleton	NAMELIKE	
fwetd	1	singleton	NAMELIKE	
fwetmns	1	singleton	GARBLE	
fwfil	1	singleton	NAMELIKE	
fwgerp	1	singleton	GARBLE	
fwharge	1	singleton	NAMELIKE	
fwhirh	1	singleton	GARBLE	
fwhittcs	1	singleton	GARBLE	
fwho	1	singleton	TYPO	who
fwifteenth	1	singleton	TYPO	fifteenth
fwil	1	singleton	TYPO	wil
fwily	1	singleton	TYPO	wily
fwimnaton	1	singleton	NAMELIKE	
fwitratal	1	singleton	NAMELIKE	
fwleatton	1	singleton	NAMELIKE	
fwll	1	singleton	TYPO	fall
fwllowing	1	singleton	TYPO	following
fwmation	1	singleton	NAMELIKE	
fwmaton	1	singleton	NAMELIKE	
fwmestead	1	singleton	NAMELIKE	
fwmmatio	1	singleton	NAMELIKE	
fwne	1	singleton	TYPO	fane
fwnish	1	singleton	TYPO	finish
fwofte	1	singleton	NAMELIKE	
fwojets	1	singleton	NAMELIKE	
fwolatos	1	singleton	NAMELIKE	
fwor	1	singleton	TYPO	wor
fworied	1	singleton	NAMELIKE	
fworn	1	singleton	TYPO	worn
fwpenditures	1	singleton	NAMELIKE	
fwporatons	1	singleton	NAMELIKE	
fwri	1	singleton	TYPO	fri
fwrrtons	1	singleton	GARBLE	
fwrst	1	singleton	TYPO	first
fwst	1	singleton	TYPO	fast
fwthsyo	1	singleton	GARBLE	
fwtm	1	singleton	TYPO	ftm
fwun	1	singleton	TYPO	fun
fwund	1	singleton	TYPO	fund
fwurestry	1	singleton	NAMELIKE	
fwuvibe	1	singleton	NAMELIKE	
fwvautued	1	singleton	NAMELIKE	
fwyutor	1	singleton	NAMELIKE	
fx-snlden	1	singleton	GARBLE	
fxaminaiion	1	singleton	NAMELIKE	
fxaminatle	1	singleton	NAMELIKE	
fxamine	1	singleton	TYPO	famine
fxaminn	1	singleton	NAMELIKE	
fxaminotion	1	singleton	NAMELIKE	
fxaminr	1	singleton	NAMELIKE	
fxamlua	1	singleton	NAMELIKE	
fxamma	1	singleton	NAMELIKE	
fxammaion	1	singleton	NAMELIKE	
fxammat	1	singleton	NAMELIKE	
fxammatin	1	singleton	NAMELIKE	
fxammatio	1	singleton	NAMELIKE	
fxammation	1	singleton	NAMELIKE	
fxammations	1	singleton	NAMELIKE	
fxamnat	1	singleton	NAMELIKE	
fxamnauo	1	singleton	NAMELIKE	
fxamnresident	1	singleton	NAMELIKE	
fxamtnation	1	singleton	NAMELIKE	
fxaniina	1	singleton	NAMELIKE	
fxaninaof	1	singleton	NAMELIKE	
fxawination	1	singleton	NAMELIKE	
fxccution	1	singleton	NAMELIKE	
fxccutors	1	singleton	NAMELIKE	
fxceptious	1	singleton	NAMELIKE	
fxcevt	1	singleton	GARBLE	
fxchangeof	1	singleton	NAMELIKE	
fxcluswn	1	singleton	GARBLE	
fxcolieten	1	singleton	NAMELIKE	
fxcoptions	1	singleton	NAMELIKE	
fxctusive	1	singleton	NAMELIKE	
fxderal	1	singleton	TYPO	federal
fxdlusion	1	singleton	NAMELIKE	
fxea	1	singleton	TYPO	fea
fxecept	1	singleton	NAMELIKE	
fxecntion	1	singleton	NAMELIKE	
fxecty	1	singleton	GARBLE	
fxecul	1	singleton	NAMELIKE	
fxeculm	1	singleton	NAMELIKE	
fxecutiun	1	singleton	NAMELIKE	
fxecutive	1	singleton	TYPO	executive
fxedby	1	singleton	GARBLE	
fxedterm	1	singleton	NAMELIKE	
fxeentive	1	singleton	NAMELIKE	
fxeeplln	1	singleton	NAMELIKE	
fxeept	1	singleton	NAMELIKE	
fxeess	1	singleton	NAMELIKE	
fxeeutlor	1	singleton	NAMELIKE	
fxelasion	1	singleton	NAMELIKE	
fxelud	1	singleton	NAMELIKE	
fxemana	1	singleton	NAMELIKE	
fxeminoupon	1	singleton	NAMELIKE	
fxempion	1	singleton	NAMELIKE	
fxempne	1	singleton	NAMELIKE	
fxempt	1	singleton	TYPO	exempt
fxempten	1	singleton	NAMELIKE	
fxemptin	1	singleton	NAMELIKE	
fxempton	1	singleton	NAMELIKE	
fxemptton	1	singleton	NAMELIKE	
fxempuuns	1	singleton	NAMELIKE	
fxeneon	1	singleton	NAMELIKE	
fxense	1	singleton	NAMELIKE	
fxeoptions	1	singleton	NAMELIKE	
fxercises	1	singleton	TYPO	exercises
fxerution	1	singleton	NAMELIKE	
fxeuses	1	singleton	NAMELIKE	
fxeusion	1	singleton	NAMELIKE	
fxfet	1	singleton	NAMELIKE	
fxght	1	singleton	TYPO	fight
fxghth	1	singleton	GARBLE	
fxilnbit	1	singleton	NAMELIKE	
fxirwting	1	singleton	NAMELIKE	
fxminatio	1	singleton	NAMELIKE	
fxmptions	1	singleton	NAMELIKE	
fxmration	1	singleton	NAMELIKE	
fxnaust	1	singleton	NAMELIKE	
fxnenes	1	singleton	NAMELIKE	
fxnminn	1	singleton	GARBLE	
fxom	1	singleton	TYPO	from
fxomption	1	singleton	NAMELIKE	
fxomptlon	1	singleton	NAMELIKE	
fxomtion	1	singleton	NAMELIKE	
fxpectant	1	singleton	TYPO	expectant
fxpences	1	singleton	NAMELIKE	
fxpendi	1	singleton	NAMELIKE	
fxpenditun	1	singleton	NAMELIKE	
fxpenditures	1	singleton	TYPO	expenditures
fxpendr	1	singleton	GARBLE	
fxpeniiture	1	singleton	NAMELIKE	
fxpentition	1	singleton	NAMELIKE	
fxpenvoof	1	singleton	NAMELIKE	
fxpenzes	1	singleton	NAMELIKE	
fxpeure	1	singleton	NAMELIKE	
fxpeusey	1	singleton	NAMELIKE	
fxpewhcommissions	1	singleton	NAMELIKE	
fxpira	1	singleton	NAMELIKE	
fxpiratk	1	singleton	NAMELIKE	
fxploand	1	singleton	NAMELIKE	
fxpnsoor	1	singleton	NAMELIKE	
fxpoition	1	singleton	NAMELIKE	
fxport	1	singleton	TYPO	export
fxposition	1	singleton	TYPO	exposition
fxposure	1	singleton	TYPO	exposure
fxpras	1	singleton	GARBLE	
fxprees	1	singleton	NAMELIKE	
fxprtin	1	singleton	GARBLE	
fxpulsion	1	singleton	TYPO	expulsion
fxpvosition	1	singleton	NAMELIKE	
fxrenditur	1	singleton	NAMELIKE	
fxshen	1	singleton	GARBLE	
