token	corpus_freq	reason
avain	16	ambiguous(again:2830/avail:2232)
poace	16	ambiguous(place:63421/peace:42702)
luid	16	ambiguous(fluid:4555/luis:3290)
cnable	16	ambiguous(unable:7715/enable:6766)
turers	16	ambiguous(tubers:14/curers:8)
appropriapriated	16	no_candidate
throo	16	ambiguous(throw:145/throe:57)
thorcon	16	weak_unique(thoron:0)
sxco	16	ambiguous(such:874514/sec:381965)
ceceeeee	16	no_candidate
nincty-four	16	no_candidate
beerstecher	16	no_candidate
clitus	16	weak_unique(coitus:1)
coolieism	16	ambiguous(coolies:1/coolie's:0)
thenre	16	ambiguous(there:89357/thence:40598)
raade	16	weak_unique(reade:3)
ishable	16	ambiguous(stable:965/usable:621)
cted	16	ambiguous(cited:6289/acted:2733)
eneh	16	weak_unique(neh:24)
munie	16	ambiguous(june:50166/unit:24311)
pubite	16	ambiguous(suite:848/unite:384)
biam	16	ambiguous(bias:339/bim:305)
constita	16	weak_unique(constanta:0)
buper	16	ambiguous(buyer:7967/super:6713)
uccessary	16	weak_unique(accessary:1)
centuin	16	ambiguous(certain:30261/contain:22497)
tuolumine	16	no_candidate
continuea	16	ambiguous(continue:20992/continued:11042)
regwar	16	weak_unique(regear:0)
nincty-nine	16	no_candidate
rently	16	weak_unique(gently:47)
aduit	16	ambiguous(adult:12492/audit:10586)
tweuty-five	16	no_candidate
subpartnership	16	no_candidate
conunission	16	no_candidate
viduals	16	weak_unique(visuals:0)
zations	16	ambiguous(nations:1249/cations:573)
eates	16	ambiguous(rates:22135/dates:8565)
aiong	16	ambiguous(along:29910/among:14434)
extraordi	16	no_candidate
determma	16	no_candidate
vellow	16	ambiguous(yellow:570/fellow:422)
createc	16	ambiguous(created:23133/create:8069)
rodmen	16	weak_unique(hodmen:0)
forty-fifti	16	no_candidate
adcled	16	weak_unique(addled:31)
culiforma	16	weak_unique(cubiform:0)
fihng	16	ambiguous(filing:45746/ing:42643)
tinuously	16	ambiguous(sinuously:0/tenuously:0)
ealls	16	ambiguous(falls:1759/walls:1716)
supplementa	16	ambiguous(supplemental:9312/supplement:3763)
iail	16	ambiguous(mail:16755/jail:15839)
chloralhydrate	16	no_candidate
mellifica	16	no_candidate
engagec	16	ambiguous(engaged:19197/engage:8016)
reation	16	ambiguous(creation:6474/relation:5904)
vahdation	16	ambiguous(valuation:9188/vacation:3153)
sacramentosan	16	no_candidate
wauenreas	16	no_candidate
acquirec	16	ambiguous(acquired:17088/acquire:10347)
carmenita	16	ambiguous(armenia:41/carmelite:1)
henholder	16	weak_unique(penholder:0)
weybret	16	no_candidate
nonendowment	16	no_candidate
ketobemidone	16	no_candidate
proraters	16	weak_unique(prorates:1)
ceeeeeeeeeeee	16	no_candidate
clawings	16	weak_unique(clawing:0)
guajome	16	no_candidate
simnia	16	ambiguous(sonia:6/siena:5)
semicossyphus	16	no_candidate
juaneno	16	no_candidate
acjachemen	16	no_candidate
eeneeeeeee	16	no_candidate
eeneeeeeeereeers	16	no_candidate
olazar	16	weak_unique(lazar:3)
noncancelable	16	no_candidate
alosta	16	ambiguous(acosta:0/alost:0)
comptche	16	ambiguous(comanche:4/campeche:0)
subgovernment	16	no_candidate
shellstock	16	no_candidate
aesdp	16	weak_unique(aesop:0)
garrapata	16	no_candidate
mdso	16	weak_unique(miso:3)
xitib	16	ambiguous(titi:17/titis:4)
hmuted	16	weak_unique(muted:14)
preaudit	16	ambiguous(plaudit:0/preadult:0)
aquaculturists	16	weak_unique(aquaculturist:31)
nontransit	16	no_candidate
outstationing	16	no_candidate
xijia	16	ambiguous(fiji:4/cilia:3)
levopropoxyphene	16	no_candidate
moramide-intermediate	16	no_candidate
ssorion	15	ambiguous(orion:9/chorion:0)
vious	15	ambiguous(virus:490/vinous:179)
piration	15	ambiguous(portion:50368/operation:35926)
gatary	15	ambiguous(tatary:1/datary:0)
cxxxii	15	no_candidate
lxxxviii	15	no_candidate
clvii	15	ambiguous(civil:72956/claim:38845)
clxxv	15	no_candidate
clxxix	15	no_candidate
clxxxiv	15	no_candidate
ccxxii	15	no_candidate
ccxlix	15	ambiguous(calix:1/cylix:0)
cclix	15	ambiguous(calix:1/cylix:0)
maae	15	ambiguous(made:199866/make:87231)
replank	15	weak_unique(replant:2)
destruc	15	weak_unique(destruct:8)
clviii	15	no_candidate
bzc	15	weak_unique(bic:35)
reeset	15	ambiguous(reese:190/reset:122)
seseee	15	ambiguous(lessee:5652/severe:2588)
aaca	15	weak_unique(abaca:0)
ceeeeeees	15	no_candidate
seeeeeeee	15	no_candidate
clxviii	15	no_candidate
apie	15	ambiguous(pie:130/ape:77)
siven	15	ambiguous(given:42762/seven:29908)
suscol	15	ambiguous(succor:4/cusco:0)
resnit	15	ambiguous(reknit:0/resit:0)
commanderin-chief	15	no_candidate
ient	15	ambiguous(cent:15931/rent:6973)
gnid	15	ambiguous(enid:38/grid:33)
hydesville	15	no_candidate
approprialars	15	weak_unique(appropriators:33)
enurt	15	weak_unique(enure:10)
cyual	15	ambiguous(equal:37809/actual:26086)
eligi	15	ambiguous(eli:143/align:98)
enghsh	15	ambiguous(english:4970/eighth:4265)
precita	15	ambiguous(recite:662/recital:471)
scnute	15	weak_unique(scute:0)
proceding	15	ambiguous(preceding:31202/proceeding:29993)
disere	15	ambiguous(disease:7174/desire:2872)
tioning	15	ambiguous(tinning:6/toning:2)
exeenting	15	ambiguous(extending:3547/excepting:2586)
duily	15	ambiguous(duly:25971/daily:25593)
vreated	15	ambiguous(created:23133/treated:8290)
olema	15	weak_unique(ulema:1)
veying	15	ambiguous(vexing:7/eying:5)
matiposa	15	no_candidate
bercby	15	weak_unique(bercy:0)
artment	15	ambiguous(apartment:2149/argument:2120)
srcriox	15	no_candidate
neunaber	15	no_candidate
ohleyer	15	ambiguous(obeyer:0/volleyer:0)
vacquerel	15	ambiguous(becquerel:0/lacquered:0)
appropia	15	no_candidate
subinit	15	weak_unique(subunit:3)
inatters	15	weak_unique(natters:3)
woless	15	ambiguous(unless:96445/less:95989)
fisce	15	ambiguous(fisc:1/fiscs:0)
bined	15	ambiguous(mined:1722/fined:1453)
ventions	15	weak_unique(mentions:5)
cifically	15	weak_unique(civically:0)
neuces	15	weak_unique(deuces:0)
inatter	15	weak_unique(natter:7)
muenter	15	weak_unique(muenster:0)
compensashall	15	no_candidate
orestimba	15	no_candidate
pened	15	ambiguous(opened:2717/pended:1205)
yment	15	weak_unique(ament:24)
sced	15	ambiguous(sued:1951/seed:1798)
pedrotti	15	no_candidate
inseet	15	ambiguous(insert:1704/insect:762)
anrum	15	ambiguous(antrum:1/arum:0)
crossarms	15	weak_unique(crossarm:23)
wauersas	15	ambiguous(waders's:0/waters's:0)
unincorpo	15	no_candidate
charicr	15	weak_unique(charier:40)
ssary	15	weak_unique(scary:1)
crade	15	ambiguous(grade:14677/trade:13609)
commenemg	15	no_candidate
whcle	15	ambiguous(while:23982/whole:23964)
operatior	15	ambiguous(operation:35926/operator:16358)
amendme	15	ambiguous(amended:239647/amend:84240)
stuls	15	ambiguous(stubs:193/studs:163)
therce	15	ambiguous(there:89357/thence:40598)
newseetion	15	no_candidate
vcting	15	ambiguous(voting:19837/acting:12863)
jurisdict	15	ambiguous(juristic:1/juridic:0)
wacreas	15	ambiguous(whereas:32050/areas:23268)
mamme	15	ambiguous(mamie:7/mamma:4)
encum	15	ambiguous(incur:4076/centum:2980)
assessme	15	ambiguous(assessment:60627/assessed:26691)
appheaton	15	weak_unique(appleton:1)
tributor	15	ambiguous(tribute:423/tributary:226)
pped	15	ambiguous(pied:147/pled:113)
annlied	15	ambiguous(applied:16260/annexed:7202)
pursuar	15	weak_unique(pursuer:0)
luitwieler	15	no_candidate
tender-meated	15	no_candidate
cceeeeeeeeeee	15	no_candidate
ceeeeeeeeeeeee	15	no_candidate
preapprentice	15	no_candidate
eeeneee	15	no_candidate
grpi	15	weak_unique(grip:18)
calstars-related	15	no_candidate
usdva	15	ambiguous(suva:3/siva:2)
reusers	15	ambiguous(reuses:4/reuters:2)
noncommunications-related	15	no_candidate
erenene	15	ambiguous(renee:1428/greene:682)
tracen	15	ambiguous(trace:196/traced:73)
piperidinocyclohexane	15	no_candidate
czuleger	15	no_candidate
sbbem	15	ambiguous(seem:800/stem:471)
mitial	15	ambiguous(initial:12813/mutual:4959)
davis-dolwig	15	no_candidate
noncollege	15	no_candidate
leshe	15	ambiguous(leste:5/lethe:0)
chloroephedrine	15	no_candidate
chloropseudoephedrine	15	no_candidate
nonyard	15	ambiguous(nonfarm:36/onward:8)
seera	15	ambiguous(seer:385/seers:307)
subschedules	15	no_candidate
nondosage	15	no_candidate
diphenylpropane-carboxylic	15	no_candidate
pheresis	15	weak_unique(apheresis:2)
clxxii	14	no_candidate
cciii	14	ambiguous(chili:32/acini:2)
onap	14	ambiguous(nap:36/snap:33)
disaffirmed	14	weak_unique(disaffirm:41)
plicant	14	weak_unique(pliant:3)
amenem	14	ambiguous(amended:239647/amend:84240)
cxxxviii	14	no_candidate
ision	14	ambiguous(sion:9058/vision:3194)
orany	14	ambiguous(oran:15/orang:12)
eete	14	ambiguous(rete:560/pete:315)
clxxxix	14	no_candidate
cxcv	14	ambiguous(coca:113/csc:76)
ccxiv	14	no_candidate
breuner	14	ambiguous(brenner:3/breuer:0)
xviti	14	ambiguous(vita:32/titi:17)
siaty-eight	14	no_candidate
fanding	14	ambiguous(funding:23573/finding:10298)
nently	14	ambiguous(gently:47/neatly:12)
cclxiv	14	no_candidate
cccxx	14	weak_unique(coccyx:0)
cxcvii	14	no_candidate
censee	14	ambiguous(cense:481/censed:178)
fitle	14	ambiguous(title:78897/file:41892)
cereee	14	ambiguous(creek:5238/career:2063)
clxxxii	14	no_candidate
cclxx	14	ambiguous(calyx:12/calix:1)
tached	14	ambiguous(taches:10/tache:4)
soners	14	ambiguous(toners:18/sones:15)
jevicd	14	ambiguous(levied:20557/device:11759)
towit	14	ambiguous(twit:8/tobit:0)
tating	14	ambiguous(taking:16745/stating:9282)
cuact	14	weak_unique(coact:0)
iability	14	ambiguous(liability:27341/ability:10771)
pranted	14	ambiguous(granted:32879/printed:18014)
eeer	14	ambiguous(ever:5427/beer:2804)
cxxxvi	14	no_candidate
gioners	14	weak_unique(goners:1)
fifly-nine	14	no_candidate
represcnicd	14	no_candidate
sarily	14	ambiguous(scarily:0/warily:0)
tised	14	ambiguous(tied:433/tiled:221)
exceuting	14	ambiguous(excepting:2586/executing:1977)
cccccee	14	no_candidate
plice	14	ambiguous(place:63421/police:21570)
xil	14	ambiguous(oil:13670/xi:8065)
rohnerville	14	no_candidate
ership	14	weak_unique(reship:3)
shect	14	ambiguous(sheet:1440/sect:794)
ccxii	14	no_candidate
niember	14	ambiguous(member:100238/number:88053)
cellaneous	14	no_candidate
twenty-sicth	14	no_candidate
snown	14	ambiguous(known:33090/shown:16162)
gocs	14	ambiguous(goes:565/docs:261)
euled	14	ambiguous(ruled:250/puled:106)
fitng	14	ambiguous(filing:45746/ing:42643)
appren	14	ambiguous(apples:1323/apparent:962)
assessmer	14	ambiguous(assessment:60627/assessed:26691)
theretn	14	ambiguous(thereto:37039/therein:36084)
ulation	14	weak_unique(elation:28)
bursed	14	ambiguous(burned:359/buried:168)
miums	14	weak_unique(mums:13)
ppoint	14	ambiguous(appoint:28939/point:21703)
munict	14	weak_unique(munich:3)
sausal	14	weak_unique(causal:41)
indorsees	14	weak_unique(indorses:24)
resewering	14	ambiguous(reseeding:1/resewing:0)
nexation	14	ambiguous(negation:4/vexation:2)
preemets	14	weak_unique(preempts:32)
billheads	14	ambiguous(billhead:11/bullheads:0)
jeneth	14	ambiguous(length:8444/tenth:2880)
fifty-cighth	14	no_candidate
eonneil	14	ambiguous(donnell:32/o'neil:0)
jies	14	ambiguous(ties:4793/dies:2231)
containmg	14	ambiguous(contained:24438/contain:22497)
eutting	14	ambiguous(cutting:707/putting:402)
rernain	14	ambiguous(certain:30261/remain:24235)
horized	14	ambiguous(horned:81/horizon:71)
ofteers	14	ambiguous(others:7619/offers:3799)
sixty-cighth	14	no_candidate
protempore	14	no_candidate
hearmes	14	ambiguous(hearses:12/hermes:6)
msuranee	14	weak_unique(suwanee:0)
praving	14	ambiguous(paving:678/proving:656)
hibiting	14	ambiguous(limiting:2276/visiting:1176)
nnee	14	weak_unique(knee:29)
mvolved	14	weak_unique(evolved:33)
mittees	14	weak_unique(mittens:1)
waurreas	14	weak_unique(warrens:0)
forty-fiftii	14	no_candidate
pauciflorus	14	no_candidate
retam	14	weak_unique(ream:29)
astnet	14	ambiguous(asset:2196/assent:1285)
advertismg	14	ambiguous(advertising:9199/advertise:3433)
shanock	14	ambiguous(hancock:90/shock:62)
chauf	14	weak_unique(chaff:2)
appropriawise	14	no_candidate
appropiia	14	no_candidate
nulk	14	ambiguous(bulk:1940/null:938)
roneovieri	14	no_candidate
vross	14	ambiguous(gross:13058/cross:5695)
nonconsumptive	14	no_candidate
tionality	14	weak_unique(tonality:46)
mscal	14	weak_unique(mescal:0)
sials	14	ambiguous(seals:449/rials:289)
reurement	14	weak_unique(recrement:0)
admmstra	14	no_candidate
neously	14	ambiguous(onerously:1/nervously:0)
ownec	14	ambiguous(owner:51366/owned:24370)
chargec	14	ambiguous(charge:41082/charges:27202)
alloca	14	ambiguous(allow:12457/allocate:4251)
loara	14	ambiguous(lara:11/lora:4)
solstitialis	14	weak_unique(solstitial:0)
nonpark	14	ambiguous(nonfarm:36/nonary:0)
taxdeeded	14	no_candidate
mutolo	14	ambiguous(mutely:0/mutule:0)
nonlicensee	14	no_candidate
inacounty	14	no_candidate
luckel	14	weak_unique(lucked:1)
soupfin	14	ambiguous(souping:0/soupçon:0)
moabi	14	weak_unique(moab:2)
hsting	14	ambiguous(hosting:63/sting:22)
resoluti	14	weak_unique(resolute:8)
wnting	14	ambiguous(wanting:20/anting:2)
tamiasciurus	14	no_candidate
proqian	14	ambiguous(propman:0/protean:0)
conservahon	14	ambiguous(conservation:18739/conservator:6353)
ippb	14	ambiguous(pub:4255/pipe:1637)
noncohabiting	14	no_candidate
itahes	14	weak_unique(itches:5)
clylp	14	ambiguous(clyde:72/clip:70)
munemori	14	no_candidate
cupas	14	ambiguous(cups:33/upas:30)
xuia	14	ambiguous(xi:8065/suit:7004)
eneneeeee	14	no_candidate
cwric	14	weak_unique(ceric:0)
eeeneeeeee	14	no_candidate
nenenee	14	no_candidate
nachand	14	ambiguous(nathan:37/backhand:0)
misadjustment	14	weak_unique(maladjustment:32)
jughandle	14	no_candidate
prograra	14	ambiguous(program:136377/programs:54576)
diethylthiambutene	14	no_candidate
quadriweekly	14	no_candidate
busline	14	ambiguous(outline:865/baseline:424)
gillichthys	14	no_candidate
stepe	14	ambiguous(step:6891/steps:3251)
fishlife	14	weak_unique(fishwife:0)
piperidy	14	weak_unique(piperine:0)
cwda	14	weak_unique(coda:4)
sicita	14	ambiguous(silica:40/dicta:15)
nonduplicative	14	no_candidate
vemiuta	14	no_candidate
nonaided	14	ambiguous(confided:47/unaided:2)
pemhca	14	ambiguous(pemba:0/pemican:0)
mojonnier	14	weak_unique(moonier:0)
bonent	14	weak_unique(bonnet:2)
bayfair-east	14	no_candidate
nonclaiming	14	no_candidate
apportionate	14	no_candidate
xhia	14	weak_unique(shia:5)
nonrefrigerated	14	weak_unique(unrefrigerated:4)
xxiiird	14	no_candidate
nonconformities	14	weak_unique(nonconformity's:0)
ocss	14	weak_unique(coss:9)
nondistressed	14	weak_unique(undistressed:0)
liabili	13	ambiguous(liability:27341/liable:16338)
thorize	13	ambiguous(theorize:0/thorite:0)
teeee	13	ambiguous(teepee:7/tepee:0)
amenae	13	ambiguous(amebae:0/camenae:0)
clxxxi	13	no_candidate
cclvii	13	weak_unique(calvin:35)
viil	13	ambiguous(vial:26/vail:23)
cclxxii	13	no_candidate
lxxviii	13	no_candidate
ignated	13	weak_unique(ignited:27)
tebama	13	ambiguous(team:3102/teams:1068)
deraigning	13	ambiguous(designing:373/draining:281)
eereee	13	ambiguous(serene:317/terete:154)
clxxxvi	13	no_candidate
siaty-five	13	no_candidate
cccl	13	ambiguous(cal:15486/call:10135)
cxciii	13	no_candidate
ccxl	13	ambiguous(cal:15486/call:10135)
duectors	13	ambiguous(directors:36359/electors:27405)
dntics	13	weak_unique(antics:6)
zood	13	ambiguous(food:25026/good:22901)
srcerion	13	no_candidate
pnty	13	ambiguous(pity:24/panty:17)
enenes	13	ambiguous(events:2803/engines:1049)
ofivers	13	weak_unique(fivers:0)
dend	13	ambiguous(end:30268/deed:11303)
betes	13	ambiguous(bees:782/bates:330)
oflicio	13	no_candidate
sicty-one	13	no_candidate
streetim	13	ambiguous(street:31751/streets:20981)
tnvestiga	13	no_candidate
blarch	13	ambiguous(larch:7/blanch:3)
uorth	13	ambiguous(forth:55320/north:18794)
cxxii	13	no_candidate
cxxvii	13	no_candidate
tisement	13	ambiguous(easement:2181/tenement:1050)
dainages	13	ambiguous(damages:14676/drainage:6635)
denomi	13	ambiguous(denote:41/genome:11)
scuate	13	ambiguous(acuate:0/scutate:0)
puper	13	ambiguous(paper:12546/super:6713)
cuard	13	ambiguous(card:7477/guard:5449)
gomg	13	ambiguous(gong:19/gog:6)
oltice	13	ambiguous(office:138824/notice:138786)
tioners	13	weak_unique(toners:18)
ilities	13	ambiguous(cities:20019/utilities:18249)
insuffi	13	no_candidate
melodeons	13	weak_unique(melodeon:13)
clescribed	13	ambiguous(prescribed:48040/described:46112)
appropnia	13	no_candidate
wnght	13	weak_unique(wight:13)
sehoul	13	weak_unique(seoul:6)
coses	13	ambiguous(costs:81829/cases:29152)
rnonth	13	ambiguous(month:49879/north:18794)
eount	13	ambiguous(count:4795/mount:1643)
enllected	13	ambiguous(collected:32522/elected:30880)
venr	13	ambiguous(vent:813/ven:291)
nanies	13	ambiguous(nantes:4/navies:4)
uncremated	13	weak_unique(uncreated:0)
anaes	13	ambiguous(antes:21/anas:9)
notee	13	ambiguous(note:17687/notes:11134)
cireu	13	ambiguous(care:92195/fire:34067)
unprofes	13	ambiguous(unproven:12/unproved:8)
ineffeet	13	no_candidate
tecture	13	ambiguous(lecture:172/texture:93)
itera	13	ambiguous(item:72668/term:65986)
subregistrars	13	no_candidate
heensing	13	ambiguous(censing:54/sensing:54)
naking	13	ambiguous(making:49087/taking:16745)
stultorum	13	no_candidate
jahor	13	ambiguous(labor:27236/mayor:15505)
publicad	13	weak_unique(publican:6)
calhforma	13	no_candidate
cral	13	ambiguous(cal:15486/oral:5978)
assesso	13	ambiguous(assessor:17162/assess:8378)
ticn	13	ambiguous(tin:352/tics:171)
neous	13	ambiguous(nous:27/nexus:12)
fonstitu	13	no_candidate
sance	13	ambiguous(since:8736/nance:3608)
swect	13	ambiguous(sect:794/sweet:397)
ciltapter	13	no_candidate
acent	13	ambiguous(agent:32569/cent:15931)
survevors	13	ambiguous(survivors:1034/surveyors:673)
slative	13	ambiguous(elative:9/stative:0)
providecl	13	ambiguous(provided:300880/provide:121470)
includmg	13	ambiguous(including:99182/include:73727)
showmg	13	ambiguous(shown:16162/showing:15098)
juty	13	ambiguous(july:75897/duty:33491)
riore	13	ambiguous(more:150559/prior:102799)
esidence	13	ambiguous(evidence:38458/residence:19213)
larity	13	ambiguous(parity:263/clarity:194)
monukka	13	no_candidate
nmission	13	ambiguous(mission:5635/omission:3253)
sints	13	ambiguous(sinks:182/sits:181)
tionments	13	weak_unique(torments:35)
ecpy	13	weak_unique(espy:1)
nount	13	ambiguous(count:4795/mount:1643)
subds	13	ambiguous(subs:34/sub's:0)
fauure	13	ambiguous(failure:23249/nature:12716)
bankruptev	13	weak_unique(bankrupted:1)
wauercas	13	no_candidate
defmtion	13	ambiguous(demotion:1000/deletion:899)
redaa	13	weak_unique(redan:1)
newarticle	13	no_candidate
nscal	13	ambiguous(local:127353/fiscal:88410)
seruce	13	ambiguous(spruce:34/seduce:0)
xitia	13	ambiguous(tia:93/rita:35)
loyment	13	weak_unique(loment:1)
ineludable	13	weak_unique(ineludible:24)
nonowners	13	no_candidate
chnical	13	ambiguous(conical:10/cynical:1)
nonprepaid	13	no_candidate
ereeeee	13	weak_unique(freebee:0)
ejecucién	13	no_candidate
forzosa	13	weak_unique(formosa:1)
cercidium	13	weak_unique(peridium:0)
awings	13	ambiguous(awnings:75/wings:39)
invoicable	13	ambiguous(inviolable:3/insociable:0)
subescrow	13	no_candidate
eneeeeees	13	no_candidate
ccilts	13	ambiguous(gilts:15/quilts:13)
gsmpbc	13	no_candidate
chlorhexadol	13	no_candidate
sulfondiethylmethane	13	no_candidate
nalorphine	13	no_candidate
rereference	13	ambiguous(reference:12436/preference:4391)
saltponds	13	weak_unique(salton's:0)
planada	13	weak_unique(panada:0)
subfranchisors	13	no_candidate
frago	13	ambiguous(fargo:41/frag:7)
nonsuitability	13	weak_unique(unsuitability:4)
ceeeeees	13	no_candidate
kapiloff	13	weak_unique(karloff:0)
ccceeeeeeeee	13	no_candidate
cccceeeeeeee	13	no_candidate
cceeeeees	13	no_candidate
nnes	13	ambiguous(noes:627/ones:363)
morpheridine	13	no_candidate
domiciliaries	13	no_candidate
telrad	13	weak_unique(tetrad:0)
difenoxin	13	no_candidate
camsi	13	weak_unique(cams:30)
carbonitrile	13	no_candidate
subboard	13	ambiguous(hubbard:50/outboard:30)
adcrc	13	ambiguous(acre:2739/arc:914)
czma	13	ambiguous(coma:29/cyma:0)
feederbus	13	ambiguous(feeders:11/feeder's:0)
supnenor	13	no_candidate
iterm	13	ambiguous(item:72668/term:65986)
eqquipme	13	no_candidate
incen	13	weak_unique(incan:0)
nonuniformed	13	weak_unique(nonuniform:12)
cxviii	12	no_candidate
subserip	12	ambiguous(subserve:41/subscript:1)
clxxiv	12	no_candidate
ively	12	weak_unique(lively:6)
rereee	12	ambiguous(referee:3927/redeem:1615)
sesees	12	ambiguous(series:5877/serves:2389)
cerned	12	ambiguous(corned:7/cered:2)
ccxxi	12	no_candidate
ccxxvi	12	no_candidate
ccxlviii	12	no_candidate
ccxviii	12	no_candidate
bifect	12	weak_unique(bisect:1)
vrand	12	ambiguous(grand:6789/brand:3257)
ceees	12	ambiguous(ceres:36/cedes:13)
cclxvi	12	weak_unique(clavi:1)
cclxxiv	12	no_candidate
cclxxx	12	no_candidate
cccliv	12	weak_unique(cyclic:0)
clxiii	12	no_candidate
orev	12	ambiguous(ore:880/rev:568)
screenees	12	ambiguous(screened:261/screens:234)
nenes	12	ambiguous(genes:49/nines:24)
feso	12	ambiguous(fess:42/fest:24)
eseeeee	12	no_candidate
cuoap	12	ambiguous(chap:3086/crop:1143)
atomey	12	weak_unique(atomy:0)
ccci	12	weak_unique(cocci:3)
sarae	12	ambiguous(sarah:30/saree:30)
bercin	12	weak_unique(berlin:29)
ceeceeee	12	no_candidate
ocenr	12	ambiguous(owner:51366/over:41648)
overscor	12	weak_unique(overscore:0)
ofticio	12	no_candidate
adjutant-goneral	12	no_candidate
seore	12	ambiguous(store:2890/shore:1097)
collectod	12	ambiguous(collected:32522/collector:13544)
givea	12	ambiguous(given:42762/give:23549)
changeot	12	ambiguous(change:32485/changes:26814)
cxxxvii	12	no_candidate
cxlvii	12	weak_unique(calvin:35)
ccxvi	12	weak_unique(clavi:1)
ccxxx	12	no_candidate
pulgas	12	weak_unique(pulas:0)
ccxliv	12	no_candidate
decded	12	ambiguous(deeded:1010/decided:808)
ccccx	12	ambiguous(cocci:3/coccyx:0)
inentioned	12	weak_unique(intentioned:3)
ormed	12	ambiguous(formed:10758/armed:3928)
perpen	12	weak_unique(perpend:0)
pluns	12	ambiguous(plans:27582/plus:10600)
icased	12	weak_unique(cased:3)
compensn	12	ambiguous(compels:36/cowpens:0)
makmg	12	ambiguous(make:87231/making:49087)
tetera	12	weak_unique(tetra:11)
uame	12	ambiguous(same:176551/name:61874)
uine	12	ambiguous(line:49895/fine:25826)
sicty-three	12	no_candidate
conditiona	12	ambiguous(conditions:48102/condition:27482)
jurisdie	12	ambiguous(juristic:1/juridic:0)
stationory	12	ambiguous(stationary:971/stationery:845)
puen	12	ambiguous(pen:1451/pun:538)
offivio	12	no_candidate
seveuty-five	12	no_candidate
pubheations	12	no_candidate
ereed	12	ambiguous(creed:951/breed:664)
nonth	12	ambiguous(month:49879/north:18794)
comof	12	weak_unique(como:22)
ebild	12	ambiguous(bill:115264/child:70494)
guperin	12	ambiguous(couperin:0/suberin:0)
reter	12	ambiguous(refer:5423/deter:4001)
eeres	12	ambiguous(ceres:36/meres:18)
uent	12	ambiguous(cent:15931/rent:6973)
thirty-sizth	12	no_candidate
didate	12	weak_unique(dilate:0)
electroliers	12	weak_unique(electrolier:0)
mitment	12	weak_unique(fitment:2)
herehv	12	ambiguous(hereby:106164/herein:40047)
cebt	12	ambiguous(cent:15931/debt:11162)
thirtysiz	12	no_candidate
shent	12	ambiguous(sent:6133/spent:2579)
pitals	12	ambiguous(pitas:13/vitals:1)
pollu	12	ambiguous(poll:2870/polls:2300)
mishranded	12	weak_unique(mishandled:10)
mmission	12	ambiguous(mission:5635/omission:3253)
uous	12	ambiguous(sous:42/nous:27)
malimposed	12	no_candidate
furid	12	weak_unique(lurid:0)
dends	12	ambiguous(deeds:3159/ends:1277)
gressional	12	no_candidate
itled	12	ambiguous(titled:554/tiled:221)
comcommission	12	no_candidate
iiome	12	weak_unique(biome:2)
firc	12	ambiguous(fire:34067/firm:11994)
etce	12	weak_unique(etch:9)
forins	12	ambiguous(forint:2/florins:0)
eify	12	ambiguous(deify:0/edify:0)
scventy-five	12	no_candidate
excentive	12	weak_unique(exceptive:0)
sceds	12	ambiguous(seeds:529/sheds:211)
one-cighth	12	no_candidate
truek	12	ambiguous(true:8810/truck:3069)
fibng	12	ambiguous(filing:45746/ing:42643)
nincty-seven	12	no_candidate
ools	12	ambiguous(pools:1290/tools:1154)
fenal	12	ambiguous(penal:33988/final:30144)
gional	12	ambiguous(final:30144/regional:22498)
eftert	12	ambiguous(after:209066/effect:146377)
vavable	12	weak_unique(savable:0)
ghway	12	ambiguous(highway:40778/way:21639)
appropriamuch	12	no_candidate
wuenrcas	12	no_candidate
eold	12	ambiguous(sold:32668/hold:25575)
oters	12	ambiguous(voters:21108/others:7619)
ssment	12	ambiguous(sent:6133/spent:2579)
orized	12	weak_unique(prized:6)
camelorum	12	no_candidate
seld	12	ambiguous(held:60938/sold:32668)
tlus	12	ambiguous(plus:10600/thus:4582)
previnet	12	ambiguous(prevent:16142/precinct:7005)
ineet	12	ambiguous(inlet:361/inert:185)
mereased	12	ambiguous(released:8096/deceased:6198)
culosis	12	weak_unique(dulosis:0)
reeordation	12	ambiguous(retardation:475/reformation:172)
joeated	12	ambiguous(located:29015/created:23133)
ssioner	12	ambiguous(sooner:4073/missioner:1723)
melusion	12	ambiguous(elusion:18/delusion:0)
contnbu	12	no_candidate
commenda	12	ambiguous(commend:307/commends:206)
cleath	12	ambiguous(cleats:125/cleat:114)
imission	12	ambiguous(mission:5635/omission:3253)
dences	12	ambiguous(denies:726/fences:658)
withdrawa	12	ambiguous(withdrawal:5461/withdrawn:4699)
pensated	12	ambiguous(penates:1/pennate:0)
reconditioners	12	ambiguous(reconditioned:113/conditioners:70)
nonpro	12	ambiguous(nonary:0/nonego:0)
calrforma	12	no_candidate
limbrub	12	ambiguous(imbrue:0/limburg:0)
mumepal	12	ambiguous(numeral:41/humeral:0)
meurring	12	ambiguous(recurring:590/herring:342)
threesixteenths	12	no_candidate
afterbay	12	weak_unique(afterbody:0)
hollibaugh	12	no_candidate
recoverv	12	ambiguous(recovery:9328/recover:6217)
unplaceable	12	ambiguous(replaceable:1/untraceable:1)
debellis	12	no_candidate
cardaria	12	ambiguous(calvaria:0/carrara:0)
blec	12	ambiguous(bled:35/alec:14)
beverwil	12	no_candidate
